2021-03-29	Holi special: Add colour to your portfolio with these 15 stocks. Risk-to-reward in favour of going long in select auto stocks: Aditya Agarwala of Yes Securities
2021-03-28	NLP-based AI techniques help investors pick winners in ESG space, here’s how. Movers & Shakers | Top 10 stocks that moved the most last week. Nifty likely to bounce back from support to 14,800-15,000 in April series: Sumeet Bagadia of Choice Broking
2021-03-27	After giving multibagger returns during Budget 2020-21, these 7 stocks fell over 20%. Shortage of raw material, rise in metal prices weighing on auto stocks: Nirali Shah of Samco Securities. Broader markets outperformed but these 19 smallcaps fell over 10% in a week. Motilal Oswal Financial Services betting on these 10 stock for up to 33% return in FY22
2021-03-26	Ideas for profit | Craftsman Automation post listing: Good for long term or time to exit?. D-Street Talk: Make Rs 100 cr by investing Rs 10 lakh using TechnoFunda Investing: Vivek Mashrani of TechnoFunda Investing. Gainers & Losers: 10 stocks that moved most on March 26. Should a value investor buy a stock at a PE ratio of 50?. Confidence Petroleum share price jumps 7% on agreement with GAIL Gas. These 11 stocks trade about 25% below their one year high, but are above 200-DMA. Godrej Properties share price gains over 4% on good sales of Noida project. Accumulate Intellect Design; target of Rs 700: Dolat Capital Market. Tata group stocks rise up to 6% after Supreme Court rules in favour of Tatas against Mistry. Buy Godrej Consumer Products: target of Rs 850: Sharekhan. Buy JSW Steel: target of Rs 500: Sharekhan. Cholamandalam Investment share price gains 4% amid market rebound. Den Networks, Hathway Cable shares fall 2-4% as RIL to sell stake via OFS. HG Infra Engineering share price up 3% on emerging lowest bidder for NHAI project. Compucom Software share price jumps nearly 10% on tender worth Rs 67 crore. Sensex, Nifty gain up to 88 percent since 2020 lockdown; more than 250 stocks turn Multibaggers. Agri Picks Report: Geojit. Traders Carnival 2021: Watch Live cryptocurrency Trading session on Moneycontrol Pro. Buy USDINR; target of 73.25 - 72.35 : ICICI Direct. Trade Spotlight: What should investors do with Muthoot Finance, M&M Financial Services, Edelweiss Financial Services?. Hot Stocks | Ambuja Cements, Fortis Healthcare, Godrej Industries can give up to 25% return in short term
2021-03-25	Ideas For Profit | Shriram Transport Finance Company: Time to pick up the stock as market consolidates. Explained | How Adani Ports is getting ready to become India’s largest private operator. D-Street Talk: Don’t fight market! Hit the drawing board and comeback with a new strategy: Piyush Chaudhry of Wave Analytics. Gainers & Losers: 10 stocks that moved most on March 25. Avoid to Barbeque Nation Hospitality: Ajcon Global. Buy Asian Paints: target of Rs 3000: Sharekhan. Buy Persistent Systems: target of Rs 2200: Sharekhan. Buy Wabco India; target of Rs 7350: ICICI Direct. Buy Cadila Healthcare; target of Rs 655: Emkay Global Financial. Buy Divi’s Lab; target of Rs 4530: Motilal Oswal. These 5 stocks gained at least 15% in first quarter of last two fiscal years, do you own any?. WABCO India shares tumble 8% on promoter ZF International UK's plan to sell stake. Why we feel Shriram Transport can re-rate. Pare your expectations, but follow Warren Buffett's advice! Nifty likely to head towards 17,000 in FY22: Experts. Escorts share price falls despite price hike announcement. DHFL share price hits lower circuit after CBI books promoters for creating fake accounts. Jubilant FoodWorks share price rises nearly 4% on Popeyes deal. Agri Picks Report: Geojit. Trade Spotlight: What should investors do with KPIT Technologies, Mindtree and JustDial?. Buy USDINR; target of 72.85 - 72.95 : ICICI Direct. DAILY VOICE | The new-age retail investors now want to own global companies: Viram Shah of Vested Finance. Hot Stocks | Divi's Labs, SBI and Ashok Leyland three trading ideas for the short term
2021-03-24	Ideas For Profit | Bajaj Healthcare: Multiple growth catalysts to ensure strong performance. Gainers & Losers: 10 stocks that moved most on March 24. Gladiator Stocks - Berger Paints: ICICI Direct. Quant Pick - ACC: ICICI Direct. Buy KEI Industries: target of Rs 645: Sharekhan. Buy Tata Elxsi: target of Rs 3100: Sharekhan. Buy Divis Laboratories: target of Rs 4500: Sharekhan. Buy SAIL; target of Rs 104: Motilal Oswal. Avoid to Barbeque Nation Hospitality: YES Securities. Pick value: ICICIDirect lists 15 stocks from NSE200. Adani Green Energy share price hits 52-week high on acquisition of solar projects. Building a winning portfolio that can go 10 times in 10 years; Sonam Shrivastava of Wright Research explains how. Why you could lose income tax deductions if you invest in ELSS funds on March 31. Rail Vikas Nigam shares fall 8% as government divests 10% stake via OFS. Glenmark Pharma share price gains on USFDA nod for Chlorpromazine Hydrochloride tablets. Adani Ports shares continue to gain after acquiring controlling stake in Gangavaram Port. Avoid to Barbeque Nation Hospitality: Choice Equity Broking. Multibagger stocks: Mutual funds consistently increase stake in 35 companies in FY21. Agri Picks Report: Geojit. Bharti Airtel share price rises as subsidiary sells tower biz, Motilal Oswal maintains 'buy'. Buy USDINR; target of 72.65 - 72.75: ICICI Direct. Trade Spotlight: What should investors do with Adani Total Gas, Bank of India and Adani Enterprises?. DAILY VOICE | Indian equity will always command a premium compared to the EM MSCI Index: Sanjay Sachdev of Freedom Financial Services. Hot Stocks | Aarti Industries, Pidilite, Dabur India can give up to 13% return in short term
2021-03-23	Ideas For Profit | Gabriel: An Auto Ancillary Company Worth Investing In For the Long-Term?. After The Bell: Banks shine post SC verdict; what should investors do on Wednesday?. Gainers & Losers: 10 stocks that moved the most on March 23. Subscribe to Barbeque Nation Hospitality: Prabhudas Lilladher. Base Metals Weekly Report: Motilal Oswal. Agri Weekly Report: Motilal Oswal. Energy Weekly Report: Motilal Oswal. Precious Metals Weekly Report: Motilal Oswal. Second COVID wave hits D-Street: Should investors buy the dip or cash out?. Adani Port to acquire a 58.1% stake of Gangavaram Port, shares rise 5%. PSU banks edge higher as SC says complete interest waiver not possible; IOB, Central Bank top gainers. Two-wheelers stocks change gears, prices run up in FY21; do you own any?. Buy ICICI Bank; target of Rs 770: Dolat Capital Market. Buy GNA Axles; target of Rs 534: Dolat Capital Market. Insecticides India share price spikes 7% as share buyback on the cards. Jubilant Ingrevia share price at all-time high, hit upper circuit as Rakesh Jhunjhunwala raises stake. Adani Enterprises shares jump 10%, hit 52-week high. Agri Picks Report: Geojit. Sell USDINR; target of 72.30 - 72.20: ICICI Direct. Not just FAANG, Indian investors could look at these 15 US stocks in FY22: Experts. Maruti Suzuki shares gain as auto major announces vehicle price hike. KEC International share price up 3% on bagging orders worth Rs 1,429 crore. Trade Spotlight: What should investors do with Atul, IndusInd Bank, & SCI?. DAILY VOICE | Inflation will be the biggest risk to bull market if it continues to increase: Yogesh Patil of LIC MF. Hot Stocks | Triveni Engineering, Sarda Energy Minerals, Happiest Minds can give up to 15% return in short term
2021-03-22	Ideas For Profit | Emmbi Industries: Do low valuation, future prospects make it a good bet?. Gainers & Losers: 10 stocks that moved the most on March 22. After The Bell: Sensex stages smart recovery, what should investors do on Tuesday?. Buy Bajaj Consumer Care: target of Rs 340: Sharekhan. Buy UPL: target of Rs 720: Sharekhan. Buy ICICI Lombard General Insurance: target of Rs 1750: Sharekhan. Buy Mahindra and Mahindra Financial Services: target of Rs 260: Sharekhan. Buy Transport Corporation of India: target of Rs 354: Sharekhan. Gladiator Stocks - Divis Laboratories: ICICI Direct. Vehicle scrappage policy: Sharekhan and ICICIDirect pick their favourite stocks. We are in a bull market, Nifty could trade in 16,000-16,500 range in FY22: Ashish Chaturmohta of Sanctum Wealth. Buy Cholamandalam Inv and Fin; target of Rs 640: Motilal Oswal. BASF India share price falls on tax notice from Karnataka. RailTel Corporation share price gains 8% on bagging Rs 153-crore order. Bharat Dynamics share price jumps 4% on signing Rs 1,188-crore defence contract. Agri Picks Report: Geojit. Adani Green Energy shares hit 52-week high on receiving 300 MW wind power project order. Majesco share price locked in upper circuit on open offer by Aurum Platz IT. Man Industries share price jumps 6% on winning Rs 500-crore orders. Tata Motors stock price declines amid weakness in the market. Brace for volatility in F&O expiry week, top 10 trading ideas for the next series. Gold price today: Yellow metal trades flat, Silver May futures fall over 1%. Sell USDINR; target of 72.60 - 72.50: ICICI Direct. Is it time for retail investors to board EaseMyTrip flight, post tepid listing?. JSW Energy share price rises 2% on order from Solar Energy Corp. DAILY VOICE | 2 big plays post-vaccine are consumption and BFSI sectors: Dinshaw Irani of Helios India. Buzzing Stocks | Bharti Airtel, Power Grid and others that will be in focus today. Cash Market | A range breakout trade in Aarti Drugs. Futures Trade | An ascending triangle breakout trade in M&M Finance. Futures Trade | A bullish expanding pattern in Grasim. Hot Stocks | BPCL, Cadila Healthcare, Axis Bank three trading ideas for short term
2021-03-21	Movers & Shakers | Top 10 stocks that moved the most last week. FII activity muted in March, they wrote calls and bought puts: Mehul Kothari of AnandRathi. Relief rally towards 14,900 possible, these 3 stocks can give 13-20% return in short term
2021-03-20	Small & midcaps underperform, 31 BSE-500 stocks that fell 10-30% in a week. Scrappage policy big positive for auto sector, will boost demand: Nirali Shah of Samco Securities. Low-priced multibaggers: FIIs and MFs bet on these star performers of FY21
2021-03-19	The Market Podcast: We are in the first round of bull run; Recently listed IPOs have good pedigree: Sachin Shah of Emkay Investment Managers. Gainers & Losers: 10 stocks that moved the most on March 19. After The Bell: Bulls make a comeback, what should investors do on Monday?. Aarti Drugs share price jumps 15% as board approves buyback worth up to Rs 60 crore. Buy Goodyear India; target of Rs 1130: ICICI Direct. D-Street Buzz: IT stocks in focus after robust Accenture numbers, brokerages pick HCL, Infosys, TCS. Reduce Blue Star; target of Rs 730: Dolat Capital Market. Neutral Bajaj Auto; target of Rs 3875: Motilal Oswal. Bajaj Auto shares trade in the red even as company amends dividend distribution policy. Buy Ipca Laboratories: target of Rs 2560: Sharekhan. Buy Tech Mahindra: target of Rs 1150: Sharekhan. Bharti Airtel shares gain on positive outlook by a global brokerage. Thangamayil Jewellery: Set to glitter more. Fresh breed of investors aged 30-40 years from Tier 2 and 3 cities queue up to enter D-Street in FY22: Experts. Dilip Buildcon gets LoA for projects worth Rs 2,241 crore; stock price slips 3%. Vedanta's revised open offer better, investors should go with it, say analysts. FTSE rebalancing: Honeywell Automation, Astral Poly Technik, Varun Beverages could see fund inflows. Agri Picks Report: Geojit. Buy USDINR; target of 72.65 - 72.80: ICICI Direct. Trade Spotlight: What should investors do with HCL Tech, Infosys and ZEE Entertainment?. DAILY VOICE | About two-thirds of the mid-cap stocks are still relatively undervalued: Dr. Joseph Thomas of Emkay Wealth. Hot Stocks | Here's why KEI Industries, ITC, Adani Power are a 'buy' for short term
2021-03-18	Is it the best time to float your IPO? This is what the market data tells us. D-Street Talk: Market ahead of valuation! We remain 60% hedged: Nikhil Kamath of True Beacon and Zerodha. Gainers & Losers: 10 stocks that moved the most on March 18. After The Bell: Rise in US bond yields spook market; what should investors do on Friday?. Hold Astral Poly Technik; target of Rs 1670: ICICI Direct. Hold Intellect Design Arena; target of Rs 640: ICICI Direct. Buy Mindtree; target of Rs 2170: Prabhudas Lilladher. Buy Lux Industries; target of Rs 2574: Anand Rathi. Buy Westlife Development; target of Rs 600: Emkay Global Financial. Buy SBI Cards and Payment Services; target of Rs 1200: Motilal Oswal. Buy Sumitomo Chemical India: target of Rs 350: Sharekhan. Buy Intellect Design Arena: target of Rs 660: Sharekhan. Buy Sanofi India: target of Rs 9600: Sharekhan. Buy Lumax Auto Technologies: target of Rs 190: Sharekhan. Buy Granules India: target of Rs 475: Sharekhan. Adani Power share price at 52-week high after SC dismisses Rajasthan discoms' review plea. Subscribe to Kalyan Jewellers: Hem Securities. Subscribe to Suryoday Small Finance Bank: Hem Securities. SBI card shares rise 3%; Motilal Oswal upgrades stock to 'buy', Morgan Stanley, Prabhudas Lilladher also positive. Welspun Corp share price gains 5% on Rs 777-crore orders. Somany Ceramics shares gain 2% after the company declares dividend of Rs 2.40. Edelweiss Financial Services shares locked in lower circuit on whistleblower complaint. M&M share price up 2% after CLSA retains 'buy'. Consistent FII buying helps 41 stocks soar 100%-1,000% in FY21. Hurry! Get 90% discount to live streaming of Traders Carnival 2021 for MC Pro subscribers. BHEL share price rises 7% on emerging as lowest bidder for Nuclear Power Corp project. Agri Picks Report: Geojit. Banking stocks feel the heat of SEBI's directive on perpetual bonds; Nifty Bank down 6% in 5 days. Sell USDINR; target of 72.70 - 72.60: ICICI Direct. Buzzing Stocks | IRCTC, SBI Card and others that will be in focus today. Trade Spotlight: What should investors do with ONGC, Vaibhav Global and SBI Card?. DAILY VOICE | Near-term trend for earnings looks positive given the low base: Chandraprakash Padiyar of Tata MF. Hot Stocks | Trading strategies for ITC, Manappuram Finance and Adani Ports
2021-03-17	Gainers & Losers: 10 stocks that moved the most on March 17. After The Bell | Sensex below 50K ahead of FOMC outcome; what should investors do on Thursday?. Subscribe to Nazara Technologies: Angel Broking. Subscribe to Nazara Technologies: Hem Securities. Subscribe to Nazara Technologies: Arihant Capital. Subscribe to Nazara Technologies: Geojit. Subscribe to Nazara Technologies: Motilal Oswal. Subscribe to Nazara Technologies: Prabhudas Lilladher. Subscribe to Nazara Technologies: KR Choksey. Avoid to Suryoday Small Finance Bank: KR Choksey. Avoid to Suryoday Small Finance Bank: Prabhudas Lilladher. Subscribe to Nazara Technologies: Angel Broking. Shakti Pumps share price up 4% after bagging $35 million export order from Uganda government. Gland Pharma shares slip 6% on profit-booking even as company announces partnership with RDIF for COVID vaccine. You can not just learn new trading techniques, but can also make friends for life at Traders Carnival 2021: Dharmaraj Janakiram. Ducon Infratechnologies share price locked at upper circuit as Vedanta gives LoI. Laxmi Organic Industries IPO day 3: Issue subscribed 106.81 times, NII portion booked 217.62 times. Dalmia Bharat shares jump 7%, hit new 52-week high. SBI Card share price falls 3% as Carlyle sells 4% stake via block deal. Aditya Birla Capital share price jumps 4% as board approves subsidiary IPO. Suryoday IPO: Can long-term prospects outweigh near-term speed breakers?. BEML share price rises nearly 3% on export orders worth $23 million. SBI share price falls as RBI imposes Rs 2 crore penalty. Agri Picks Report: Geojit. Sell USDINR; target of 72.70 - 72.60: ICICI Direct. DAILY VOICE | Gautam Duggad of Motilal Oswal tells us why BFSI, cement and auto are expected to do well in FY22. Hot Stocks | Here's why you can bet on HUL, HCL Tech and Datamatics Global Services in the short term
2021-03-16	Subscribe to Nazara Technologies: Cholamandalam Securities. Subscribe to Nazara Technologies: Choice Equity Broking. Subscribe to Suryoday Small Finance Bank: Anand Rathi. Gainers & Losers: 10 stocks that moved the most on March 16. After The Bell | Nifty holds on to 14,900, what should investors do on Wednesday?. Bumper IPO listings: 4 companies debut with at least 40% premium in 2021 so far. Quant Pick - ITC : ICICI Direct. Buy Quess Corp: target of Rs 850: Sharekhan. Buy Grasim Industries: target of Rs 1680: Sharekhan. Buy Action Construction Equipment; target of Rs 215: ICICI Direct. Buy CG Consumer Electricals; target of Rs 500: Dolat Capital Market. Buy KEI Industries; target of Rs 580: Dolat Capital Market. What top three domestic mutual funds bought and sold in February. Subscribe to Kalyan Jewellers India: Angel Broking. Subscribe to Kalyan Jewellers India: KR Choksey. Subscribe to Laxmi Organic Industries: Ajcon Global. Subscribe to Suryoday Small Finance Bank: LKP Research. Sarda Energy shares hits 52-week high on environment nod to increase capacity. Agri Picks Report: Geojit. Sell USDINR; target of 72.70 - 72.60: ICICI Direct. Adani Ports share price gains 2% on deal with Sri Lankan government. Kalyan Jewellers: Will it add glitter to your portfolio?. Tata Communications shares fall 6% as Centre plans to divest stake via OFS. Aarti Drugs share price gains 6% on share buyback plan. AU Small Finance Bank share price gains 4% after company raises Rs 625.50 crore via QIP. Utilities the next big theme to watch out for: Top 8 stock picks from brokerages. Trade Spotlight | Welspun India, IEX & Axis Bank: Should you buy, hold or sell these stocks?. DAILY VOICE | Weak global cues a challenge in short term, but we raise Nifty's target for year-end to 17,200: Neeraj Chadawar of Axis Securities. Hot Stocks | Fortis Healthcare, Edelweiss Financial and Godrej Industries can give up to 16% return in short term. Options Trade | An aggressive options strategy in Bharat Electronics
2021-03-15	Avoid to Suryoday Small Finance Bank: Arihant Capital. After The Bell: Sensex holds above 50K on a volatile day, what should investors do on Tuesday?. Avoid to Kalyan Jewellers India: Choice Equity Broking. Gainers & Losers: 10 stocks that moved the most on March 15. Subscribe to Kalyan Jewellers India: Geojit. In Charts: It's raining IPOs, literally! In less than 3 months, 13 issues raise Rs 16,000 crore. Subscribe to Craftsman Automation: Ajcon Global. Subscribe to Craftsman Automation: KR Choksey. Subscribe to Craftsman Automation: Geojit. Ideas For Profit | Craftsman Automation IPO: With demand in commercial vehicles back, is it prudent to take a long ride?. Century Enka share price rises 3% on nod to dispose of MIDC land. Subscribe to Craftsman Automation: Arihant Capital. Subscribe to Laxmi Organics Industries: Hem Securities. Subscribe to Laxmi Organics Industries: Arihant Capital. Subscribe to Laxmi Organics Industries: Prabhudas Lilladher. Buy Indraprastha Gas: target of Rs 650: Sharekhan. Buy Mahanagar Gas: target of Rs 1450: Sharekhan. Buy Gujarat Gas: target of Rs 630: Sharekhan. Buy Gabriel India: target of Rs 160: Sharekhan. Buy Mahindra Lifespace Developers: target of Rs 655: Sharekhan. Buy Affle (India): target of Rs 6580: Sharekhan. Buy Honeywell Automation India: target of Rs 56,265: Sharekhan. Buy BlueDart Express; target of Rs 6300: ICICI Direct. Orient Electric; target of Rs 350: Motilal Oswal. Buy ACC; target of Rs 2140: Dolat Capital Market. Transformers and Rectifiers share price jumps nearly 10% on Rs 108-crore order win. Smart money moving to 'under-owned' cap goods, infra and commodity stocks: Aditya Agarwala of Yes Securities. D-Street Buzz: Banks & financials fall; HDFC twins, Bajaj Finance, ICICI Bank among top drags. Why CDSL is the best stock to play the booming capital market. Tech Mahindra share price gains on approval to acquire 70% stake in Perigord Asset Holdings. Agri Picks Report: Geojit. Stellar Listing: MTAR Technologies shares list with 82% premium at Rs 1,050. FY21 multibaggers: More than 200 stocks in BSE500 index rose over 100%. Buy USDINR; target of 73.20 - 73.30: ICICI Direct. Top buy and sell ideas by Sudarshan Sukhani, Mitessh Thakkar for short term. DAILY VOICE | Early to say that we are in commodity supercycle, have faith in equities: Ankur Maheshwari of Equirus Wealth. Volatility likely to remain high, market will seek global cues for further direction, say experts
2021-03-14	Principle of Polarity suggests buying opportunity in Britannia Industries: Shabbir Kayyumi. As long as Nifty hold above 14,800, bulls to make a comeback, says Likhita Chepa of CapitalVia Global Research. Opportunity available in IT, pharma stocks trading at a discount: Nirali Shah of Samco Securities. Subscribe to Craftsman Automation: ICICI Direct
2021-03-13	Subscribe to Laxmi Organic Industries: Anand Rathi. Subscribe to Laxmi Organic Industries: Choice Equity Broking. Avoid to Anupam Rasayan India: Ajcon Global. Subscribe to Anupam Rasayan India: Motilal Oswal. Subscribe to Anupam Rasayan India: Prabhudas Lilladher. Subscribe to Anupam Rasayan India: Anand Rathi. Subscribe to Anupam Rasayan India: Arihant Capital. Subscribe to Anupam Rasayan India: Hem Securities. Subscribe to Anupam Rasayan India: KR Choksey. Subscribe to Anupam Rasayan India: Geojit. Subscribe to Anupam Rasayan India: Cholamandalam Securities. Smallcaps outperform again; 18 BSE-500 stocks rise 10-30%. Brokerages raise target for these 5 stocks, do you own any?. FIIs raise stake in these 15 stocks from Rakesh Jhunjhunwala's portfolio. New highs possible but spike in US bond yields could put pressure on largecaps, says Jyoti Roy of Angel Broking
2021-03-12	The Market Podcast | Investors allocation towards global diversification likely to reach 20-40% in coming years: Pratik Oswal of Motilal Oswal AMC. Gainers & Losers: 10 stocks that moved the most on March 12. After The Bell: Profit-booking hits D-St; what should investors do on Monday?. Nifty may be in the next phase of upside; here are 3 picks for short term. Deccan Gold Mines shares jumps 4% on relief from Karnataka High Court. Man Infraconstruction share price hits 52-week high on launch of Mumbai project. Angel Broking picks these 12 stocks for an upside of up to 31%. IDBI Bank share price surges 17% as RBI takes it out of PCA framework. Prestige Estates share price gains as CLSA retains buy, raises target to Rs 360. 39 companies see consistent increase in public shareholding in 2020; worth a look?. Quick Heal Technologies share price gains 4% on buyback approval. V-Mart Retail: Does the value retailer have the right elements for a portfolio value?. Why PSU bank privatisation will sail through. Sell USDINR; target of 72.90 - 72.80: ICICI Direct. Buy Sundram Fasteners: target of Rs 850: Sharekhan. Top buy and sell ideas by Mitessh Thakkar, Rahul Mohindar for short term. Agri Picks Report: Geojit. Buy Laurus Labs: target of Rs 450: Sharekhan. DAILY VOICE | The second leg of current bull market likely to be driven by expansion of earnings: Hiren Ved of Alchemy Capital. Buy AU Small Finance Bank: target of Rs 1500: Sharekhan. Buy UltraTech Cement: target of Rs 8000: Sharekhan. Subscribe to Anupam Rasayan India: Angel Broking. Trade Spotlight: What should investors do with Graphite India, MTNL and Magma Fincorp?. Subscribe to Anupam Rasayan India: Choice Equity Broking
2021-03-11	Adani Power stock is up 181% in FY21; is it still a buy?. Difficult to time entry & exit, but time to hedge is now: Siddarth Bhamre. These 10 stocks are likely to give 11-47% return in mid-long term. DAILY VOICE | IEX, Varun Beverages among 6 dark horses for FY22: Ajay Menon of MOFSL
2021-03-10	Ideas For Profit | Grab Associated Alcohol stock as it comes at a bargain. Gainers & Losers: 10 stocks that moved the most on March 10. D-Street Talk podcast | Capital market entity as a theme will be in focus in FY22: Aashish Somaiyaa of White Oak Capital. Profit booking, channeling investment into other asset classes key reasons for investors exiting MFs: Experts. Lupin share price up 3% on launch of authorized generic version of Alinia. Sun Pharma share price rise over 2% after arm acquires stake in WRS Bioproducts. Indian Energy Exchange shares rise nearly 4% on divestment in Indian Gas Exchange. Quant Pick - HCL Technologies: ICICI Direct. V-MART; target of Rs 3500: Motilal Oswal. Neutral Info Edge (India); target of Rs 5440: Motilal Oswal. Hold AU Small Finance Bank; target of Rs 1000: Emkay Global Financial. Buy Welspun India: target of Rs 90: Sharekhan. Metal sector on investors' radar: Analysts suggest these 8 stocks for double-digit returns in one year. Buy GAIL (India): target of Rs 175: Sharekhan. Buy Cummins India: target of Rs 1030: Sharekhan. JSW Steel shares gain after ICRA reaffirms long-term rating, but upgrades outlook from stable to positive. Auto stocks edge higher after February PV retail sales grow 11%; Jefferies picks Eicher Motors, TVS Motor. Welspun Enterprises share price rises 4% after JV with Kaveri Infraprojects bags water supply project. Focus on economy-driven sectors: 10 stocks where brokerages have initiated coverage since February. IndusInd Bank shares up 3% after CLSA retains buy call, raises target to Rs 1,325. Magma Fincorp share rises 5% after shareholders approve Rs 3,456 crore share issue to Poonawalla firm, promoters. Agri Picks Report: Geojit. Buy USDINR; target of 73.25 - 73.35: ICICI Direct. Saurabh Mukherjea on Indian economy, earnings & why small-cap firms are becoming bigger. Top buy and sell ideas by Mitessh Thakkar, Yogesh Mehta for short term. Buzzing Stocks | BPCL, Bharat Forge, Power Grid, Max Healthcare Institute, AU Small Finance Bank, Jubilant FoodWorks. Trade Spotlight: What should investors do with SBI Life, BHEL & BPCL?
2021-03-09	Gainers & Losers: 10 stocks that moved the most on March 9. Kotak Mahindra Bank share price up 3% as board to consider declaration and payment of dividend. Indoco Remedies share price jumps 5% on launching Brinzolamide Ophthalmic Suspension in US. Life insurance stocks rise on upbeat February data; brokerages bullish on SBI Life, Max Financial. Sharekhan on why these 6 stock can surge up to 44%. Aurionpro Solutions shares zoom 16% on partnering with Future-Tech for data centre design, consultancy projects. JMC Projects share surges 11%, hits new 52-week high on Rs 1,000 crore deal with Maldives' FDC. Inox Wind shares rise 4% on agreement with Integrum Energy Infra. BPCL share slips 5% on plans to sell treasury shares. Buy USDINR; target of 73.50 - 73.70: ICICI Direct. Agri Picks Report: Geojit. Top buy and sell ideas by Sudarshan Sukhani, Mitessh Thakkar for short term. Subscribe to Easy Trip Planners: Ventura Securities. DAILY VOICE | Re-rating of cyclical stocks on cards; invest in equity funds with 5-year horizon: George H Joseph of ITI MF. Base Metals Weekly Report: Motilal Oswal. Agri Weekly Report: Motilal Oswal. Energy Weekly Report: Motilal Oswal. Precious Metals Weekly Report: Motilal Oswal. Trade Spotlight: What should investors do with BEML & Hindustan Oil Exploration?. Neutral UPL; target of Rs 631: Motilal Oswal. Buy Kajaria Ceramics: target of Rs 1200: Sharekhan. Closing Bell: Nifty ends near 15,100, Sensex gains 584 pts led by banks. Hot Stocks | ELGI Equipments, Gujarat Fluorochemicals, L&T can give up to 10% return in short term
2021-03-08	Ideas For Profit | Ease My Trip IPO: Does your ticket to prosperity lies with the travel portal?. Gainers & Losers: Top 10 stocks that moved the most on March 8. After The Bell: Nifty closes below 15K; what should investors do on Tuesday?. 'Rise in Dollar index taking away sheen from Gold, support seen at Rs 42,600'. Muthoot Finance, Muthoot Capital Services slip 1-2% after chairman MG George Muthoot's death. GMR Infra shares gain 3% after company files composite scheme application with NCLT. Financial independence is real freedom, says Meghana Malkan  . Subscribe to Easy Trip Planners: ICICI Direct. Subscribe to Easy Trip Planners: Geojit. Subscribe to Easy Trip Planners: Choice Equity Broking. Subscribe to Easy Trip Planners: Hem Securities. Subscribe to Easy Trip Planners: Arihant Capital. Subscribe to Easy Trip Planners: Anand Rathi. Buy Mahindra Lifespace Developers: target of Rs 655: Sharekhan. Buy Nippon Life India Asset Management: target of Rs 418: Sharekhan. KRChoksey is betting on these 6 stocks for an upside of up to 23%. Options data suggests 15,000 make or break level on Nifty, deploy sell on high strategy: Gaurav Garg of CapitalVia Global Research. Natco Pharma share price rises nearly 8% after marketing partner gets final US FDA approval. BEML share price jumps 13%, hits new 52-week high as govt decides to divest stake. Gold price today: Yellow metal gains, Silver May futures rise over 1%. Agri Picks Report: Geojit. Just Dial signs advertising agreement with Star India for IPL; share price jumps 6%. Aarti Drugs share price jumps 7% as arm gets approval under pharma PLI scheme. Volatility to remain high, here are top 10 buy and selling ideas for short term. Adani Ports shares hit 52-week high as board approves Rs 800 crore investment by Windy Lakeside. Buy USDINR; target of 73.50 - 73.70: ICICI Direct. Ease My Trip IPO: Is the flight worth taking?. Top buy and sell ideas by Sudarshan Sukhani, Mitessh Thakkar for short term. Women's Day 2021: Lakshmi Iyer of Kotak AMC on her journey into the world of finance. Hot Stocks | Here's how you can trade IndusInd Bank and Hindalco in the short term
2021-03-07	Nifty must move above 15,270 for next leg of upside, here are 3 buy ideas for short term. Explained: Government bond yields and impact on equity markets. Movers & Shakers | Top 10 stocks that moved the most last week. Women's Day 2021: 4 money tips for women to achieve financial independence
2021-03-06	Market likely to remain volatile in a truncated week, Nifty support at 14,800: Mehul Kothari of AnandRathi. Amisha Vora on why women should take an active interest in personal finance. Small & Midcaps shine in the first week of March; over 50 stocks rose 10-30%. These 5 stocks gained over 100% in just six months, do you own any?
2021-03-05	Gainers & Losers: Top 10 stocks that moved the most on March 5. Tata Motors shares decline 4% on weak JLR sales in the UK. Buy IRCTC; target of Rs 2179: Prabhudas Lilladher. Buy Wipro; target of Rs 474: Prabhudas Lilladher. Quant Pick - Sun Pharmaceuticals: ICICI Direct. Hold Wipro; target of Rs 450: Emkay Global Financial. Neutral Wipro; target of Rs 450: Motilal Oswal. Buy Endurance Technologies; target of Rs 1750: Motilal Oswal. Buy JK Lakshmi Cement: target of Rs 525: Sharekhan. Buy Greaves Cotton: target of Rs 170: Sharekhan. Buy Dr Reddy’s Laboratories: target of Rs 6500: Sharekhan. Buy Wipro: target of Rs 510: Sharekhan. The Market Podcast | Women's Day special: Wanted to become a tax consultant but found my love for D-Street, says Swati Khemani  . Quick Heal Technologies share price jumps 5%, hits 52-week high on buyback plan. Wipro shares slip 2% after acquiring Capco, brokerages flag integration concerns. Wipro’s bold bet – Will it mark the beginning of a long-term rerating?. Agri Picks Report: Geojit. Top buy and sell ideas by Mitessh Thakkar, Rahul Mohindar for short term. Buy USDINR; target of 73.20 - 73.40: ICICI Direct. Trade Spotlight: What should investors do with Equitas Small Finance, Adani Power, Ujjivan Small Finance?. Top 12 things to know before the market opens. Buzzing Stocks | Wipro, Unichem Labs, Balrampur Chini Mills, Laurus Labs, Jagran Prakashan, GG Engineering, Asian Granito India
